UNITID,OPEID,OPEID6,INSTNM,CITY,STABBR,ZIP,ACCREDAGENCY,INSTURL,NPCURL,NUMBRANCH,CONTROL,LATITUDE,LONGITUDE,ADM_RATE,ADM_RATE_ALL,SATVR25,SATVR75,SATMT25,SATMT75,SATWR25,SATWR75,SATVRMID,SATMTMID,SATWRMID,ACTCM25,ACTCM75,ACTEN25,ACTEN75,ACTMT25,ACTMT75,ACTWR25,ACTWR75,ACTCMMID,ACTENMID,ACTMTMID,ACTWRMID,SAT_AVG_ALL,UGDS,PPTUG_EF,CURROPER,TUITIONFEE_IN,TUITIONFEE_OUT,TUITIONFEE_PROG,PFTFAC,MN_EARN_WNE_P6,MD_EARN_WNE_P6,MN_EARN_WNE_P7,MN_EARN_WNE_P8,MD_EARN_WNE_P8,MN_EARN_WNE_P9,MN_EARN_WNE_P10,MD_EARN_WNE_P10
102669,106100,1061,Alaska Pacific University,Anchorage,AK,99508,Northwest Commission on Colleges and Universities,www.alaskapacific.edu/,https://npc.collegeboard.org/student/app/alaskapacific,1,2,61.190968,-149.804168,0.9065,0.9065,\N,\N,\N,\N,390,520,\N,\N,455,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,298,0.198,1,20760,20760,\N,0.4851,37500,33401,39500,41000,41399,48800,45300,47267
102711,3160300,31603,Alaska Vocational Technical Center,Seward,AK,99664-0889,Council on Occupational Education,www.avtec.edu/,www.avtec.edu/net-price-calculator,1,1,60.110626,-149.444487,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,185,0.6757,1,\N,\N,4413,\N,43200,42891,38300,41400,42323,39100,45600,36167
102845,2576900,25769,Charter College,Vancouver,WA,98683-7575,Accrediting Bureau of Health Education Schools,https://www.chartercollege.edu/,https://chartercollege.studentaidcalculator.com/survey.aspx,1,3,45.617798,-122.494766,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,2120,0,1,18711,18711,\N,0.3361,30500,29515,39900,35700,30556,46300,46400,36609
103501,2541000,25410,Alaska Career College,Anchorage,AK,99507-1033,Accrediting Commission of Career Schools and Colleges,www.alaskacareercollege.edu/,www.alaskacareercollege.edu/tuition-calculator,1,3,61.181443,-149.856954,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,412,0,1,\N,\N,15895,0.1923,27200,29941,27600,29500,27634,29600,32000,31891
103741,966403,9664,Empire Beauty School-Tucson,Tucson,AZ,85716,National Accrediting Commission of Career Arts and Sciences,www.empire.edu/,www.empire.edu/net-price-calculator,10,3,32.235657,-110.927187,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,114,0.2544,1,\N,\N,19200,\N,20500,22746,20000,22900,21463,23200,24500,23974
103893,2100600,21006,Carrington College-Phoenix North,Phoenix,AZ,85051-4063,Western Association of Schools and Colleges Accrediting Commission for Community and Junior Colleges,https://carrington.edu/,https://carrington.edu/financial-aid/how-much-will-it-cost/,5,3,33.565758,-112.104601,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,986,0,1,\N,\N,14763,0.5366,28800,30410,25200,29200,30763,28700,27200,32585
103909,2100611,21006,Carrington College-Mesa,Mesa,AZ,85210-5005,Western Association of Schools and Colleges Accrediting Commission for Community and Junior Colleges,https://carrington.edu/,https://carrington.edu/financial-aid/how-much-will-it-cost/,5,3,33.39248,-111.853218,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,590,0,1,\N,\N,49253,0.3,28800,30410,25200,29200,30763,28700,27200,32585
103927,2100607,21006,Carrington College-Tucson,Tucson,AZ,85745-2974,Western Association of Schools and Colleges Accrediting Commission for Community and Junior Colleges,https://carrington.edu/,https://carrington.edu/financial-aid/how-much-will-it-cost/,5,3,32.224391,-110.983056,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,346,0,1,\N,\N,14763,0.3077,28800,30410,25200,29200,30763,28700,27200,32585
103954,886400,8864,Arizona Academy of Beauty,Tucson,AZ,85712,National Accrediting Commission of Career Arts and Sciences,www.arizonaacademy.com/,www.arizonaacademy.com/net-price-calculator.html,1,3,32.237253,-110.872305,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,52,0,1,\N,\N,17700,\N,\N,16808,20600,\N,18284,20700,18800,25265
103963,2306807,23068,Miller-Motte College-Arizona Automotive Institute,Glendale,AZ,85301-3579,Accrediting Commission of Career Schools and Colleges,www.aai.edu/,disclosure.aai.edu/npc/npcalc-glendale.htm,24,3,33.537249,-112.157344,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,368,0.0027,1,\N,\N,20663,\N,25200,24668,29900,27700,26537,33200,37800,28204
104090,2218800,22188,Brookline College-Phoenix,Phoenix,AZ,85021,Accrediting Bureau of Health Education Schools,www.brooklinecollege.edu/,https://enroll-brookline.educationpartners.com/Npc?\N=\N#\Nx,4,3,33.566102,-112.112473,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,1511,0.051,1,\N,\N,85000,1,21400,23796,21400,23600,23926,24000,23700,24653
104151,108100,1081,Arizona State University Campus Immersion,Tempe,AZ,85287,Higher Learning Commission,www.asu.edu/,https://students.asu.edu/financialaid/net-price,14,1,33.417721,-111.934383,0.8837,0.8688,550,650,550,670,\N,\N,600,610,\N,21,28,20,28,20,27,\N,\N,25,24,24,\N,1207,62633,0.0834,1,11338,29428,\N,0.7426,42200,46621,43300,48800,50849,50400,55500,55749
104160,107100,1071,Arizona Western College,Yuma,AZ,85365-8834,Higher Learning Commission,https://www.azwestern.edu/,https://schedule.azwestern.edu/npcalc/index.html,1,1,32.689306,-114.495968,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,5859,0.7199,1,2840,9830,\N,0.4354,25600,27382,27600,28700,30492,28700,32000,32346
104179,108300,1083,University of Arizona,Tucson,AZ,85721-0066,Higher Learning Commission,https://www.arizona.edu/,https://arizona.studentaidcalculator.com/survey.aspx,2,1,32.232672,-110.950815,0.8513,0.8513,550,660,540,690,\N,\N,605,615,\N,21,29,20,30,20,28,\N,\N,25,25,24,\N,1220,34659,0.1766,1,12716,36743,\N,0.7784,41800,43784,43500,48100,50165,49200,56000,55205
104346,728300,7283,Central Arizona College,Coolidge,AZ,85128-9030,Higher Learning Commission,www.centralaz.edu/,centralaz.edu/resources/netpricecalc.html,1,1,32.957092,-111.652501,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,3985,0.7036,1,2580,5160,\N,1,28300,30853,28900,31500,33699,30400,31500,34165
104391,2280500,22805,Charles of Italy Beauty College,Lake Havasu City,AZ,86403,National Accrediting Commission of Career Arts and Sciences,www.charlesofitaly.edu/,www.charlesofitaly.edu/,1,3,34.477485,-114.332686,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,52,0,1,\N,\N,12500,\N,17900,18456,15400,20800,20589,20000,22600,22726
104425,107200,1072,Cochise County Community College District,Sierra Vista,AZ,85635-2317,Higher Learning Commission,https://www.cochise.edu/,https://www.cochise.edu/wp-content/uploads/2021/04/index.html,1,1,31.564597,-110.246946,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,3135,0.5863,1,2184,6240,\N,0.4042,27000,29025,30300,29400,31038,36200,34300,32656
104443,1054208,10542,Empire Beauty School-Chandler,Chandler,AZ,85224,National Accrediting Commission of Career Arts and Sciences,www.empire.edu/,www.empire.edu/net-price-calculator,13,3,33.347586,-111.860423,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,44,0.3636,1,\N,\N,19200,\N,18500,20872,20500,19400,21825,20700,22000,24220
104568,1085800,10858,Avalon Institute-Mesa,Mesa,AZ,85210,National Accrediting Commission of Career Arts and Sciences,avalon.edu/locations/mesa-az/,avalon.edu/financial-aid/net-price-calculator-2-2/,3,3,33.376583,-111.858305,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,340,0.45,1,\N,\N,17200,\N,19600,23844,20900,20600,24829,21400,23000,23050
104577,107300,1073,Eastern Arizona College,Thatcher,AZ,85552-0769,Higher Learning Commission,www.eac.edu/,eac.edu/Student_Services/Financial_Aid/Net_Price/default.shtm,1,1,32.843664,-109.76234,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,2627,0.5771,1,2700,9120,\N,0.3401,29100,26852,27700,29400,31882,31500,35700,34529
104586,147902,1479,Embry-Riddle Aeronautical University-Prescott,Prescott,AZ,86301-3720,Southern Association of Colleges and Schools Commission on Colleges,prescott.erau.edu/,prescott.erau.edu/financial-aid/net-price-calculator,2,2,34.616766,-112.449741,0.6685,0.6254,570,650,570,670,\N,\N,610,620,\N,23,29,21,29,23,28,\N,\N,26,25,26,\N,1239,2959,0.0358,1,37864,37864,\N,0.722,51400,62242,54700,60800,71289,61400,70300,77768
104665,2533200,25332,The School of Architecture,Paradise Valley,AZ,85253,Higher Learning Commission,https://theschoolofarchitecture.edu/,https://theschoolofarchitecture.edu/financial-aid-2021/,1,2,33.566649,-111.941953,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,1,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N
104708,107600,1076,Glendale Community College,Glendale,AZ,85302,Higher Learning Commission,www.gccaz.edu/,https://www.maricopa.edu/npc/gcc/npcalc.htm,1,1,33.570226,-112.190735,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,11506,0.661,1,2070,7854,\N,1,31300,32833,33200,34700,35613,36500,38300,40144
104717,107400,1074,Grand Canyon University,Phoenix,AZ,85017,Higher Learning Commission,www.gcu.edu/,https://www.gcu.edu/tuition-and-financial-aid,1,3,33.513231,-112.129929,0.8069,0.8069,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,62424,0.6806,1,17800,17800,\N,0.0822,36000,34441,50500,48100,33546,51100,58500,39783
105145,830300,8303,GateWay Community College,Phoenix,AZ,85034,Higher Learning Commission,www.gatewaycc.edu/,www.gatewaycc.edu/enroll/paying-for-college,2,1,33.449686,-111.997077,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,3875,0.7463,1,2070,7854,\N,1,36700,35466,33700,38700,38273,34500,39000,42020
105154,107700,1077,Mesa Community College,Mesa,AZ,85202,Higher Learning Commission,www.mesacc.edu/,www.mesacc.edu/students/net-price-calculator.html,1,1,33.390323,-111.871255,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,13485,0.6504,1,2070,7854,\N,1,32900,32992,34500,36500,37297,38900,41500,40763
105206,1186400,11864,Mohave Community College,Kingman,AZ,86409-1238,Higher Learning Commission,https://www.mohave.edu/,https://www.mohave.edu/assets/NetPriceCalculator1415/npcalc.htm,1,1,35.270996,-114.029838,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,2410,0.7801,1,2112,6972,\N,0.332,27400,27973,30000,28900,29893,29500,32900,31007
105215,2100500,21005,Universal Technical Institute of Arizona Inc-Motorcycle Mechanics Institute Division,Phoenix,AZ,85027,Accrediting Commission of Career Schools and Colleges,www.uti.edu/,www.uti.edu/admissions/tuition,3,3,33.684428,-112.121336,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,789,0,1,\N,\N,22950,\N,33600,38658,33100,38600,41767,34100,41600,45646
105297,824600,8246,Dine College,Tsaile,AZ,86556,Higher Learning Commission,https://www.dinecollege.edu/,hooghan.dinecollege.edu/NetPriceCalculator/npcalc.htm,1,1,36.293328,-109.21684,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,1260,0.4413,1,1410,1410,\N,0.7079,19000,22467,21200,22500,24500,25000,23400,25086
105330,108200,1082,Northern Arizona University,Flagstaff,AZ,86011-4092,Higher Learning Commission,https://nau.edu/,https://www7.nau.edu/finaid/NetPriceCalculator/,1,1,35.188449,-111.653724,0.8164,0.8164,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,24880,0.1703,1,11896,26642,\N,0.6783,36900,41369,37000,40900,44005,41900,44600,46950
105349,1186200,11862,Northland Pioneer College,Holbrook,AZ,86025-0610,Higher Learning Commission,www.npc.edu/,www.npc.edu/financial-aid-scholarships/net-price-calculator,1,1,34.93031,-110.142199,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,1125,0.768,1,2428,9851,\N,0.5785,24400,23813,24800,24600,27876,26000,31300,29093
105367,193701,1937,Ottawa University-Phoenix,Phoenix,AZ,85021,\N,www.ottawa.edu/,www.ottawa.edu/resources/netpricecalculator/npcalc.htm,5,2,33.572173,-112.113001,\N,0.5389,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,1017,387,0.5736,0,\N,\N,\N,0.75,41600,42665,42000,44900,44840,44300,48100,47355
105428,107800,1078,Phoenix College,Phoenix,AZ,85013,Higher Learning Commission,www.phoenixcollege.edu/,www.phoenixcollege.edu/tuition-and-fees/net-price-calculators,1,1,33.481361,-112.088293,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,7655,0.7211,1,2070,7854,\N,1,29600,31223,31500,33300,34006,35200,36000,36477
105525,726600,7266,Pima Community College,Tucson,AZ,85709-1275,Higher Learning Commission,www.pima.edu/,pima.edu/paying-for-college/tuition-fees/net-price-calculator/npc.htm,1,1,32.222125,-110.886659,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,13606,0.7663,1,2250,7566,\N,0.2685,28700,30066,29800,32100,33023,33500,35000,35828
105534,2217100,22171,Pima Medical Institute-Tucson,Tucson,AZ,85712,Accrediting Bureau of Health Education Schools,pmi.edu/,https://secure.pmi.edu/npcalc/,13,3,32.248067,-110.878783,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,1970,0,1,\N,\N,21206,0.3128,28700,31568,27500,29800,32624,29000,30600,33043
105543,3678302,36783,Pima Medical Institute-Albuquerque,Albuquerque,NM,87110,\N,pmi.edu/,https://secure.pmi.edu/npcalc/,3,3,35.104855,-106.59488,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,606,0,0,\N,\N,14770,0.4778,28700,31568,27500,29800,32624,29000,30600,33043
105589,2065300,20653,Prescott College,Prescott,AZ,86301,Higher Learning Commission,https://www.prescott.edu/,app.prescott.edu/net-price-calculator/,1,2,34.5452,-112.477185,0.9842,0.9842,555,680,540,610,430,580,618,575,505,15,24,11,21,16,22,\N,\N,20,16,19,\N,1141,413,0.2107,1,33669,33669,\N,0.2579,28500,28834,29100,30700,33349,34100,34300,35112
105659,1168900,11689,Refrigeration School Inc,Phoenix,AZ,85034-1816,Accrediting Commission of Career Schools and Colleges,https://www.rsi.edu/,https://www.rsi.edu/tuition-planning/tuition-calculator/,1,3,33.448692,-111.989357,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,897,0,1,\N,\N,19924,0.8889,37200,41041,39400,39700,44920,40000,45000,46090
105668,2177500,21775,Rio Salado College,Tempe,AZ,85281,Higher Learning Commission,www.rio.maricopa.edu/,www.riosalado.edu/cashier/Pages/TuitionCalculator.aspx,1,1,33.413309,-111.97417,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,6288,0.8155,1,2070,7854,\N,1,35100,28056,36400,38000,36143,37100,43400,40941
105677,2113800,21138,Roberto-Venn School of Luthiery,Phoenix,AZ,85007,Accrediting Commission of Career Schools and Colleges,www.roberto-venn.com/,roberto-venn.com/guitar-making-repair-program/net-price-calculator/,1,3,33.45489,-112.086161,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,23,0,1,\N,\N,10950,\N,25200,30759,22700,\N,27061,\N,29000,31672
105747,830400,8304,Scottsdale Community College,Scottsdale,AZ,85256,Higher Learning Commission,www.scottsdalecc.edu/,https://www.scottsdalecc.edu/students/student-business-services/net-price-calculator,1,1,33.51135,-111.885186,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,5567,0.6574,1,2070,7854,\N,1,34900,37440,35000,39600,39239,40700,42500,43007
105792,2146600,21466,South Mountain Community College,Phoenix,AZ,85042,Higher Learning Commission,www.southmountaincc.edu/,www.southmountaincc.edu/disclosures/,1,1,33.382406,-112.032635,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,2487,0.6393,1,2070,7854,\N,1,28700,30347,28200,31500,32625,29300,33400,34641
105899,711300,7113,Arizona Christian University,Glendale,AZ,85306-3216,Higher Learning Commission,arizonachristian.edu/,arizonachristian.edu/admissions/financial-aid/calculator,1,2,33.622952,-112.181776,0.7147,0.7147,476,570,460,550,\N,\N,523,505,\N,17,22,15,22,16,23,\N,\N,20,19,20,\N,1031,883,0.1178,1,29250,29250,\N,0.2809,32600,35500,29000,31900,40125,28600,34900,37531
106041,822100,8221,Universal Technical Institute of Arizona Inc,Avondale,AZ,85323,Accrediting Commission of Career Schools and Colleges,www.uti.edu/,www.uti.edu/admissions/tuition,5,3,33.453005,-112.288123,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,1845,0,1,\N,\N,38100,\N,37000,43369,39200,43000,45545,43800,48100,51439
106111,945915,9459,Empire Beauty School-NW Phoenix,Phoenix,AZ,85051,\N,www.empire.edu/,www.empire.edu/net-price-calculator,9,3,33.538093,-112.118168,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,61,0.377,0,\N,\N,19200,\N,16800,20807,19800,20000,21618,20900,20200,24578
106148,107900,1079,Yavapai College,Prescott,AZ,86301,Higher Learning Commission,www.yc.edu/,www.yc.edu/webtools/forms/netpricecalc/,1,1,34.547495,-112.453395,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,3951,0.6492,1,2600,9332,\N,0.3677,29000,30810,28400,31100,34266,31500,34000,34014
106245,110100,1101,University of Arkansas at Little Rock,Little Rock,AR,72204,Higher Learning Commission,ualr.edu/www/,ualr.edu/finaid/npc/npcalc.htm,1,1,34.723254,-92.339778,0.5604,0.5604,470,610,500,580,440,510,540,540,475,18,25,19,26,17,24,\N,\N,22,23,21,\N,1098,5620,0.3883,1,8366,18957,\N,1,34600,35410,33400,36900,37541,37200,39500,40077
106263,110900,1109,University of Arkansas for Medical Sciences,Little Rock,AR,72205-7199,Higher Learning Commission,www.uams.edu/,studentfinancialservices.uams.edu/tuition-and-fees/,1,1,34.749048,-92.320046,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,838,0.2399,1,\N,\N,\N,0.8824,68000,60527,67400,70700,65235,71100,69000,68371
106306,108700,1087,Arkansas Baptist College,Little Rock,AR,72202-6068,Higher Learning Commission,www.arkansasbaptist.edu/,www.arkansasbaptist.edu/financial-aid/net-price-calculator/,1,2,34.734751,-92.290555,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,468,0.3868,1,8760,8760,\N,0.5278,21000,21762,21900,23700,25612,22900,25100,26710
106315,3005100,30051,Arkansas Beauty School-Little Rock,Little Rock,AR,72209,National Accrediting Commission of Career Arts and Sciences,arbs.edu/,arbs.edu/,1,3,34.672171,-92.343366,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,15,0.0667,1,\N,\N,19805,\N,\N,15236,\N,\N,17230,\N,16400,17300
106324,3997300,39973,Arkansas Beauty College,Russellville,AR,72801,Accrediting Commission of Career Schools and Colleges,https://www.arkansasbeautycollege.us/,arkbeautycollege.wixsite.com/netpricecalculator,1,3,35.27902,-93.135369,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,38,0.2895,1,\N,\N,14400,\N,\N,18622,\N,\N,14815,\N,\N,17966
106342,108800,1088,Lyon College,Batesville,AR,72501,Higher Learning Commission,www.lyon.edu/,https://lyon.virtueanalytics.com/#!/home/npc,1,2,35.777619,-91.625354,0.5015,0.5015,505,580,510,585,460,560,543,548,510,22,28,21,29,20,26,\N,\N,25,25,23,\N,1198,665,0.0226,1,29415,29415,\N,1,31400,30527,36200,40800,37833,40000,44800,43343
106351,3023400,30234,Arkansas Technical School,North Little Rock,AR,72114,Accrediting Commission of Career Schools and Colleges,www.arktech.edu/,www.arktech.edu/,2,3,34.753843,-92.266429,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,84,0,1,\N,\N,19453,\N,17900,16238,12000,22400,18085,16200,19000,22139
106360,2363502,23635,Arthur's Beauty College,Fort Smith,AR,72901-3342,National Accrediting Commission of Career Arts and Sciences,www.arthursbeautycollege.com/,https://www.arthursbeautycollege.com/fort-smith.html,2,3,35.379955,-94.410967,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,29,0,1,\N,\N,14250,\N,\N,16600,16800,19300,19852,14500,19600,18435
106397,110800,1108,University of Arkansas,Fayetteville,AR,72701,Higher Learning Commission,https://www.uark.edu/,https://finaid.uark.edu/aid-calculator.php,1,1,36.070009,-94.176981,0.7767,0.7767,550,640,540,640,\N,\N,595,590,\N,23,29,22,31,21,27,\N,\N,26,27,24,\N,1236,22624,0.1051,1,9384,25872,\N,0.8825,40900,43807,40800,46900,48063,47200,52700,51702
106412,108600,1086,University of Arkansas at Pine Bluff,Pine Bluff,AR,71601,Higher Learning Commission,www.uapb.edu/,www.uapb.edu/admissions/net_price_calculator.aspx,1,1,34.244031,-92.018683,0.5966,0.5966,400,500,400,500,350,485,450,450,418,14,18,12,19,15,17,\N,\N,16,16,16,\N,900,2440,0.1156,1,8248,14908,\N,0.8062,23900,26331,25800,28100,31196,30900,30600,31984
106449,109100,1091,Arkansas State University-Beebe,Beebe,AR,72012-1000,Higher Learning Commission,www.asub.edu/,www.asub.edu/financial-aid/1718-files/npcalc.htm,1,1,35.074176,-91.895351,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,2137,0.2845,1,2928,4656,\N,0.5549,26600,27523,28300,31600,29513,\N,32900,33070
106458,109000,1090,Arkansas State University,Jonesboro,AR,72401,Higher Learning Commission,www.astate.edu/,www.astate.edu/a/finaid/tuition-fees/net-price-calculator/index.dot,1,1,35.842388,-90.679988,0.6719,0.6719,500,590,500,630,420,480,545,565,450,20,26,21,27,18,25,\N,\N,23,24,22,\N,1149,7739,0.2489,1,7315,12883,\N,1,30900,32687,30600,35100,34646,35100,36600,37755
106467,108900,1089,Arkansas Tech University,Russellville,AR,72801-2222,Higher Learning Commission,www.atu.edu/,www.atu.edu/finaid/npcalc.htm,1,1,35.293237,-93.13562,0.9766,0.9766,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,7384,0.1614,1,7668,13236,\N,0.9946,31600,32177,32200,36100,35180,36500,38600,38580
106485,108500,1085,University of Arkansas at Monticello,Monticello,AR,71656,Higher Learning Commission,www.uamont.edu/,www.uamont.edu/NetPrice/npcalc.htm,1,1,33.590909,-91.811153,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,2048,0.1753,1,7909,13759,\N,1,27300,26554,29100,30400,30490,35900,35800,33821
106494,2538503,25385,Arthur's Beauty College,Jacksonville,AR,72076,National Accrediting Commission of Career Arts and Sciences,arthursbeautycollege.com/,https://www.arthursbeautycollege.com/jacksonville.html,2,3,34.891572,-92.102579,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,57,0,1,\N,\N,14250,\N,18500,18529,16100,19000,20626,17300,18500,19981
